,Rank ,Country,Risk_Level,Year,Extremely-high,High,Low,Low-medium,Medium-high,origin_abb,origin_numeric,destination_numeric,destination_abb
4192,37,Namibia,High,2012,0,1,0,0,0,NAM,516,516,NAM
4193,37,Namibia,High,2013,0,1,0,0,0,NAM,516,516,NAM
4194,37,Namibia,High,2014,0,1,0,0,0,NAM,516,516,NAM
4195,37,Namibia,High,2015,0,1,0,0,0,NAM,516,516,NAM
4196,37,Namibia,High,2016,0,1,0,0,0,NAM,516,516,NAM
4197,37,Namibia,High,2017,0,1,0,0,0,NAM,516,516,NAM
4198,37,Namibia,High,2018,0,1,0,0,0,NAM,516,516,NAM
4199,37,Namibia,High,2019,0,1,0,0,0,NAM,516,516,NAM
4200,38,Kyrgyzstan,High,1900,0,1,0,0,0,KGZ,417,417,KGZ
4201,38,Kyrgyzstan,High,1901,0,1,0,0,0,KGZ,417,417,KGZ
4202,38,Kyrgyzstan,High,1902,0,1,0,0,0,KGZ,417,417,KGZ
4203,38,Kyrgyzstan,High,1903,0,1,0,0,0,KGZ,417,417,KGZ
4204,38,Kyrgyzstan,High,1904,0,1,0,0,0,KGZ,417,417,KGZ
4205,38,Kyrgyzstan,High,1905,0,1,0,0,0,KGZ,417,417,KGZ
4206,38,Kyrgyzstan,High,1906,0,1,0,0,0,KGZ,417,417,KGZ
4207,38,Kyrgyzstan,High,1907,0,1,0,0,0,KGZ,417,417,KGZ
4208,38,Kyrgyzstan,High,1908,0,1,0,0,0,KGZ,417,417,KGZ
4209,38,Kyrgyzstan,High,1909,0,1,0,0,0,KGZ,417,417,KGZ
4210,38,Kyrgyzstan,High,1910,0,1,0,0,0,KGZ,417,417,KGZ
4211,38,Kyrgyzstan,High,1911,0,1,0,0,0,KGZ,417,417,KGZ
4212,38,Kyrgyzstan,High,1912,0,1,0,0,0,KGZ,417,417,KGZ
4213,38,Kyrgyzstan,High,1913,0,1,0,0,0,KGZ,417,417,KGZ
4214,38,Kyrgyzstan,High,1914,0,1,0,0,0,KGZ,417,417,KGZ
4215,38,Kyrgyzstan,High,1915,0,1,0,0,0,KGZ,417,417,KGZ
4216,38,Kyrgyzstan,High,1916,0,1,0,0,0,KGZ,417,417,KGZ
4217,38,Kyrgyzstan,High,1917,0,1,0,0,0,KGZ,417,417,KGZ
4218,38,Kyrgyzstan,High,1918,0,1,0,0,0,KGZ,417,417,KGZ
4219,38,Kyrgyzstan,High,1919,0,1,0,0,0,KGZ,417,417,KGZ
4220,38,Kyrgyzstan,High,1920,0,1,0,0,0,KGZ,417,417,KGZ
4221,38,Kyrgyzstan,High,1921,0,1,0,0,0,KGZ,417,417,KGZ
4222,38,Kyrgyzstan,High,1922,0,1,0,0,0,KGZ,417,417,KGZ
4223,38,Kyrgyzstan,High,1923,0,1,0,0,0,KGZ,417,417,KGZ
4224,38,Kyrgyzstan,High,1924,0,1,0,0,0,KGZ,417,417,KGZ
4225,38,Kyrgyzstan,High,1925,0,1,0,0,0,KGZ,417,417,KGZ
4226,38,Kyrgyzstan,High,1926,0,1,0,0,0,KGZ,417,417,KGZ
4227,38,Kyrgyzstan,High,1927,0,1,0,0,0,KGZ,417,417,KGZ
4228,38,Kyrgyzstan,High,1928,0,1,0,0,0,KGZ,417,417,KGZ
4229,38,Kyrgyzstan,High,1929,0,1,0,0,0,KGZ,417,417,KGZ
4230,38,Kyrgyzstan,High,1930,0,1,0,0,0,KGZ,417,417,KGZ
4231,38,Kyrgyzstan,High,1931,0,1,0,0,0,KGZ,417,417,KGZ
4232,38,Kyrgyzstan,High,1932,0,1,0,0,0,KGZ,417,417,KGZ
4233,38,Kyrgyzstan,High,1933,0,1,0,0,0,KGZ,417,417,KGZ
4234,38,Kyrgyzstan,High,1934,0,1,0,0,0,KGZ,417,417,KGZ
4235,38,Kyrgyzstan,High,1935,0,1,0,0,0,KGZ,417,417,KGZ
4236,38,Kyrgyzstan,High,1936,0,1,0,0,0,KGZ,417,417,KGZ
4237,38,Kyrgyzstan,High,1937,0,1,0,0,0,KGZ,417,417,KGZ
4238,38,Kyrgyzstan,High,1938,0,1,0,0,0,KGZ,417,417,KGZ
4239,38,Kyrgyzstan,High,1939,0,1,0,0,0,KGZ,417,417,KGZ
4240,38,Kyrgyzstan,High,1940,0,1,0,0,0,KGZ,417,417,KGZ
4241,38,Kyrgyzstan,High,1941,0,1,0,0,0,KGZ,417,417,KGZ
4242,38,Kyrgyzstan,High,1942,0,1,0,0,0,KGZ,417,417,KGZ
4243,38,Kyrgyzstan,High,1943,0,1,0,0,0,KGZ,417,417,KGZ
4244,38,Kyrgyzstan,High,1944,0,1,0,0,0,KGZ,417,417,KGZ
4245,38,Kyrgyzstan,High,1945,0,1,0,0,0,KGZ,417,417,KGZ
4246,38,Kyrgyzstan,High,1946,0,1,0,0,0,KGZ,417,417,KGZ
4247,38,Kyrgyzstan,High,1947,0,1,0,0,0,KGZ,417,417,KGZ
4248,38,Kyrgyzstan,High,1948,0,1,0,0,0,KGZ,417,417,KGZ
4249,38,Kyrgyzstan,High,1949,0,1,0,0,0,KGZ,417,417,KGZ
4250,38,Kyrgyzstan,High,1950,0,1,0,0,0,KGZ,417,417,KGZ
4251,38,Kyrgyzstan,High,1951,0,1,0,0,0,KGZ,417,417,KGZ
4252,38,Kyrgyzstan,High,1952,0,1,0,0,0,KGZ,417,417,KGZ
4253,38,Kyrgyzstan,High,1953,0,1,0,0,0,KGZ,417,417,KGZ
4254,38,Kyrgyzstan,High,1954,0,1,0,0,0,KGZ,417,417,KGZ
4255,38,Kyrgyzstan,High,1955,0,1,0,0,0,KGZ,417,417,KGZ
4256,38,Kyrgyzstan,High,1956,0,1,0,0,0,KGZ,417,417,KGZ
4257,38,Kyrgyzstan,High,1957,0,1,0,0,0,KGZ,417,417,KGZ
4258,38,Kyrgyzstan,High,1958,0,1,0,0,0,KGZ,417,417,KGZ
4259,38,Kyrgyzstan,High,1959,0,1,0,0,0,KGZ,417,417,KGZ
4260,38,Kyrgyzstan,High,1960,0,1,0,0,0,KGZ,417,417,KGZ
4261,38,Kyrgyzstan,High,1961,0,1,0,0,0,KGZ,417,417,KGZ
4262,38,Kyrgyzstan,High,1962,0,1,0,0,0,KGZ,417,417,KGZ
4263,38,Kyrgyzstan,High,1963,0,1,0,0,0,KGZ,417,417,KGZ
4264,38,Kyrgyzstan,High,1964,0,1,0,0,0,KGZ,417,417,KGZ
4265,38,Kyrgyzstan,High,1965,0,1,0,0,0,KGZ,417,417,KGZ
4266,38,Kyrgyzstan,High,1966,0,1,0,0,0,KGZ,417,417,KGZ
4267,38,Kyrgyzstan,High,1967,0,1,0,0,0,KGZ,417,417,KGZ
4268,38,Kyrgyzstan,High,1968,0,1,0,0,0,KGZ,417,417,KGZ
4269,38,Kyrgyzstan,High,1969,0,1,0,0,0,KGZ,417,417,KGZ
4270,38,Kyrgyzstan,High,1970,0,1,0,0,0,KGZ,417,417,KGZ
4271,38,Kyrgyzstan,High,1971,0,1,0,0,0,KGZ,417,417,KGZ
4272,38,Kyrgyzstan,High,1972,0,1,0,0,0,KGZ,417,417,KGZ
4273,38,Kyrgyzstan,High,1973,0,1,0,0,0,KGZ,417,417,KGZ
4274,38,Kyrgyzstan,High,1974,0,1,0,0,0,KGZ,417,417,KGZ
4275,38,Kyrgyzstan,High,1975,0,1,0,0,0,KGZ,417,417,KGZ
4276,38,Kyrgyzstan,High,1976,0,1,0,0,0,KGZ,417,417,KGZ
4277,38,Kyrgyzstan,High,1977,0,1,0,0,0,KGZ,417,417,KGZ
4278,38,Kyrgyzstan,High,1978,0,1,0,0,0,KGZ,417,417,KGZ
4279,38,Kyrgyzstan,High,1979,0,1,0,0,0,KGZ,417,417,KGZ
4280,38,Kyrgyzstan,High,1980,0,1,0,0,0,KGZ,417,417,KGZ
4281,38,Kyrgyzstan,High,1981,0,1,0,0,0,KGZ,417,417,KGZ
4282,38,Kyrgyzstan,High,1982,0,1,0,0,0,KGZ,417,417,KGZ
4283,38,Kyrgyzstan,High,1983,0,1,0,0,0,KGZ,417,417,KGZ
4284,38,Kyrgyzstan,High,1984,0,1,0,0,0,KGZ,417,417,KGZ
4285,38,Kyrgyzstan,High,1985,0,1,0,0,0,KGZ,417,417,KGZ
4286,38,Kyrgyzstan,High,1986,0,1,0,0,0,KGZ,417,417,KGZ
4287,38,Kyrgyzstan,High,1987,0,1,0,0,0,KGZ,417,417,KGZ
4288,38,Kyrgyzstan,High,1988,0,1,0,0,0,KGZ,417,417,KGZ
4289,38,Kyrgyzstan,High,1989,0,1,0,0,0,KGZ,417,417,KGZ
4290,38,Kyrgyzstan,High,1990,0,1,0,0,0,KGZ,417,417,KGZ
4291,38,Kyrgyzstan,High,1991,0,1,0,0,0,KGZ,417,417,KGZ
4292,38,Kyrgyzstan,High,1992,0,1,0,0,0,KGZ,417,417,KGZ
4293,38,Kyrgyzstan,High,1993,0,1,0,0,0,KGZ,417,417,KGZ
4294,38,Kyrgyzstan,High,1994,0,1,0,0,0,KGZ,417,417,KGZ
4295,38,Kyrgyzstan,High,1995,0,1,0,0,0,KGZ,417,417,KGZ
4296,38,Kyrgyzstan,High,1996,0,1,0,0,0,KGZ,417,417,KGZ
4297,38,Kyrgyzstan,High,1997,0,1,0,0,0,KGZ,417,417,KGZ
4298,38,Kyrgyzstan,High,1998,0,1,0,0,0,KGZ,417,417,KGZ
4299,38,Kyrgyzstan,High,1999,0,1,0,0,0,KGZ,417,417,KGZ
4300,38,Kyrgyzstan,High,2000,0,1,0,0,0,KGZ,417,417,KGZ
4301,38,Kyrgyzstan,High,2001,0,1,0,0,0,KGZ,417,417,KGZ
4302,38,Kyrgyzstan,High,2002,0,1,0,0,0,KGZ,417,417,KGZ
4303,38,Kyrgyzstan,High,2003,0,1,0,0,0,KGZ,417,417,KGZ
4304,38,Kyrgyzstan,High,2004,0,1,0,0,0,KGZ,417,417,KGZ
4305,38,Kyrgyzstan,High,2005,0,1,0,0,0,KGZ,417,417,KGZ
4306,38,Kyrgyzstan,High,2006,0,1,0,0,0,KGZ,417,417,KGZ
4307,38,Kyrgyzstan,High,2007,0,1,0,0,0,KGZ,417,417,KGZ
4308,38,Kyrgyzstan,High,2008,0,1,0,0,0,KGZ,417,417,KGZ
4309,38,Kyrgyzstan,High,2009,0,1,0,0,0,KGZ,417,417,KGZ
4310,38,Kyrgyzstan,High,2010,0,1,0,0,0,KGZ,417,417,KGZ
4311,38,Kyrgyzstan,High,2011,0,1,0,0,0,KGZ,417,417,KGZ
4312,38,Kyrgyzstan,High,2012,0,1,0,0,0,KGZ,417,417,KGZ
4313,38,Kyrgyzstan,High,2013,0,1,0,0,0,KGZ,417,417,KGZ
4314,38,Kyrgyzstan,High,2014,0,1,0,0,0,KGZ,417,417,KGZ
4315,38,Kyrgyzstan,High,2015,0,1,0,0,0,KGZ,417,417,KGZ
4316,38,Kyrgyzstan,High,2016,0,1,0,0,0,KGZ,417,417,KGZ
4317,38,Kyrgyzstan,High,2017,0,1,0,0,0,KGZ,417,417,KGZ
4318,38,Kyrgyzstan,High,2018,0,1,0,0,0,KGZ,417,417,KGZ
4319,38,Kyrgyzstan,High,2019,0,1,0,0,0,KGZ,417,417,KGZ
4320,39,Niger,High,1900,0,1,0,0,0,NER,562,562,NER
4321,39,Niger,High,1901,0,1,0,0,0,NER,562,562,NER
4322,39,Niger,High,1902,0,1,0,0,0,NER,562,562,NER
4323,39,Niger,High,1903,0,1,0,0,0,NER,562,562,NER
4324,39,Niger,High,1904,0,1,0,0,0,NER,562,562,NER
4325,39,Niger,High,1905,0,1,0,0,0,NER,562,562,NER
4326,39,Niger,High,1906,0,1,0,0,0,NER,562,562,NER
4327,39,Niger,High,1907,0,1,0,0,0,NER,562,562,NER
4328,39,Niger,High,1908,0,1,0,0,0,NER,562,562,NER
4329,39,Niger,High,1909,0,1,0,0,0,NER,562,562,NER
4330,39,Niger,High,1910,0,1,0,0,0,NER,562,562,NER
4331,39,Niger,High,1911,0,1,0,0,0,NER,562,562,NER
4332,39,Niger,High,1912,0,1,0,0,0,NER,562,562,NER
4333,39,Niger,High,1913,0,1,0,0,0,NER,562,562,NER
4334,39,Niger,High,1914,0,1,0,0,0,NER,562,562,NER
4335,39,Niger,High,1915,0,1,0,0,0,NER,562,562,NER
4336,39,Niger,High,1916,0,1,0,0,0,NER,562,562,NER
4337,39,Niger,High,1917,0,1,0,0,0,NER,562,562,NER
4338,39,Niger,High,1918,0,1,0,0,0,NER,562,562,NER
4339,39,Niger,High,1919,0,1,0,0,0,NER,562,562,NER
4340,39,Niger,High,1920,0,1,0,0,0,NER,562,562,NER
4341,39,Niger,High,1921,0,1,0,0,0,NER,562,562,NER
4342,39,Niger,High,1922,0,1,0,0,0,NER,562,562,NER
4343,39,Niger,High,1923,0,1,0,0,0,NER,562,562,NER
4344,39,Niger,High,1924,0,1,0,0,0,NER,562,562,NER
4345,39,Niger,High,1925,0,1,0,0,0,NER,562,562,NER
4346,39,Niger,High,1926,0,1,0,0,0,NER,562,562,NER
4347,39,Niger,High,1927,0,1,0,0,0,NER,562,562,NER
4348,39,Niger,High,1928,0,1,0,0,0,NER,562,562,NER
4349,39,Niger,High,1929,0,1,0,0,0,NER,562,562,NER
4350,39,Niger,High,1930,0,1,0,0,0,NER,562,562,NER
4351,39,Niger,High,1931,0,1,0,0,0,NER,562,562,NER
4352,39,Niger,High,1932,0,1,0,0,0,NER,562,562,NER
4353,39,Niger,High,1933,0,1,0,0,0,NER,562,562,NER
4354,39,Niger,High,1934,0,1,0,0,0,NER,562,562,NER
4355,39,Niger,High,1935,0,1,0,0,0,NER,562,562,NER
4356,39,Niger,High,1936,0,1,0,0,0,NER,562,562,NER
4357,39,Niger,High,1937,0,1,0,0,0,NER,562,562,NER
4358,39,Niger,High,1938,0,1,0,0,0,NER,562,562,NER
4359,39,Niger,High,1939,0,1,0,0,0,NER,562,562,NER
4360,39,Niger,High,1940,0,1,0,0,0,NER,562,562,NER
4361,39,Niger,High,1941,0,1,0,0,0,NER,562,562,NER
4362,39,Niger,High,1942,0,1,0,0,0,NER,562,562,NER
4363,39,Niger,High,1943,0,1,0,0,0,NER,562,562,NER
4364,39,Niger,High,1944,0,1,0,0,0,NER,562,562,NER
4365,39,Niger,High,1945,0,1,0,0,0,NER,562,562,NER
4366,39,Niger,High,1946,0,1,0,0,0,NER,562,562,NER
4367,39,Niger,High,1947,0,1,0,0,0,NER,562,562,NER
4368,39,Niger,High,1948,0,1,0,0,0,NER,562,562,NER
4369,39,Niger,High,1949,0,1,0,0,0,NER,562,562,NER
4370,39,Niger,High,1950,0,1,0,0,0,NER,562,562,NER
4371,39,Niger,High,1951,0,1,0,0,0,NER,562,562,NER
4372,39,Niger,High,1952,0,1,0,0,0,NER,562,562,NER
4373,39,Niger,High,1953,0,1,0,0,0,NER,562,562,NER
4374,39,Niger,High,1954,0,1,0,0,0,NER,562,562,NER
4375,39,Niger,High,1955,0,1,0,0,0,NER,562,562,NER
4376,39,Niger,High,1956,0,1,0,0,0,NER,562,562,NER
4377,39,Niger,High,1957,0,1,0,0,0,NER,562,562,NER
4378,39,Niger,High,1958,0,1,0,0,0,NER,562,562,NER
4379,39,Niger,High,1959,0,1,0,0,0,NER,562,562,NER
4380,39,Niger,High,1960,0,1,0,0,0,NER,562,562,NER
4381,39,Niger,High,1961,0,1,0,0,0,NER,562,562,NER
4382,39,Niger,High,1962,0,1,0,0,0,NER,562,562,NER
4383,39,Niger,High,1963,0,1,0,0,0,NER,562,562,NER
4384,39,Niger,High,1964,0,1,0,0,0,NER,562,562,NER
4385,39,Niger,High,1965,0,1,0,0,0,NER,562,562,NER
4386,39,Niger,High,1966,0,1,0,0,0,NER,562,562,NER
4387,39,Niger,High,1967,0,1,0,0,0,NER,562,562,NER
4388,39,Niger,High,1968,0,1,0,0,0,NER,562,562,NER
4389,39,Niger,High,1969,0,1,0,0,0,NER,562,562,NER
4390,39,Niger,High,1970,0,1,0,0,0,NER,562,562,NER
4391,39,Niger,High,1971,0,1,0,0,0,NER,562,562,NER
4392,39,Niger,High,1972,0,1,0,0,0,NER,562,562,NER
4393,39,Niger,High,1973,0,1,0,0,0,NER,562,562,NER
4394,39,Niger,High,1974,0,1,0,0,0,NER,562,562,NER
4395,39,Niger,High,1975,0,1,0,0,0,NER,562,562,NER
4396,39,Niger,High,1976,0,1,0,0,0,NER,562,562,NER
4397,39,Niger,High,1977,0,1,0,0,0,NER,562,562,NER
4398,39,Niger,High,1978,0,1,0,0,0,NER,562,562,NER
4399,39,Niger,High,1979,0,1,0,0,0,NER,562,562,NER
4400,39,Niger,High,1980,0,1,0,0,0,NER,562,562,NER
4401,39,Niger,High,1981,0,1,0,0,0,NER,562,562,NER
4402,39,Niger,High,1982,0,1,0,0,0,NER,562,562,NER
4403,39,Niger,High,1983,0,1,0,0,0,NER,562,562,NER
4404,39,Niger,High,1984,0,1,0,0,0,NER,562,562,NER
4405,39,Niger,High,1985,0,1,0,0,0,NER,562,562,NER
4406,39,Niger,High,1986,0,1,0,0,0,NER,562,562,NER
4407,39,Niger,High,1987,0,1,0,0,0,NER,562,562,NER
4408,39,Niger,High,1988,0,1,0,0,0,NER,562,562,NER
4409,39,Niger,High,1989,0,1,0,0,0,NER,562,562,NER
4410,39,Niger,High,1990,0,1,0,0,0,NER,562,562,NER
4411,39,Niger,High,1991,0,1,0,0,0,NER,562,562,NER
4412,39,Niger,High,1992,0,1,0,0,0,NER,562,562,NER
4413,39,Niger,High,1993,0,1,0,0,0,NER,562,562,NER
4414,39,Niger,High,1994,0,1,0,0,0,NER,562,562,NER
4415,39,Niger,High,1995,0,1,0,0,0,NER,562,562,NER
4416,39,Niger,High,1996,0,1,0,0,0,NER,562,562,NER
4417,39,Niger,High,1997,0,1,0,0,0,NER,562,562,NER
4418,39,Niger,High,1998,0,1,0,0,0,NER,562,562,NER
4419,39,Niger,High,1999,0,1,0,0,0,NER,562,562,NER
4420,39,Niger,High,2000,0,1,0,0,0,NER,562,562,NER
4421,39,Niger,High,2001,0,1,0,0,0,NER,562,562,NER
4422,39,Niger,High,2002,0,1,0,0,0,NER,562,562,NER
4423,39,Niger,High,2003,0,1,0,0,0,NER,562,562,NER
4424,39,Niger,High,2004,0,1,0,0,0,NER,562,562,NER
4425,39,Niger,High,2005,0,1,0,0,0,NER,562,562,NER
4426,39,Niger,High,2006,0,1,0,0,0,NER,562,562,NER
4427,39,Niger,High,2007,0,1,0,0,0,NER,562,562,NER
4428,39,Niger,High,2008,0,1,0,0,0,NER,562,562,NER
4429,39,Niger,High,2009,0,1,0,0,0,NER,562,562,NER
4430,39,Niger,High,2010,0,1,0,0,0,NER,562,562,NER
4431,39,Niger,High,2011,0,1,0,0,0,NER,562,562,NER
4432,39,Niger,High,2012,0,1,0,0,0,NER,562,562,NER
4433,39,Niger,High,2013,0,1,0,0,0,NER,562,562,NER
4434,39,Niger,High,2014,0,1,0,0,0,NER,562,562,NER
4435,39,Niger,High,2015,0,1,0,0,0,NER,562,562,NER
4436,39,Niger,High,2016,0,1,0,0,0,NER,562,562,NER
4437,39,Niger,High,2017,0,1,0,0,0,NER,562,562,NER
4438,39,Niger,High,2018,0,1,0,0,0,NER,562,562,NER
4439,39,Niger,High,2019,0,1,0,0,0,NER,562,562,NER
4440,40,Nepal,High,1900,0,1,0,0,0,NPL,524,524,NPL
4441,40,Nepal,High,1901,0,1,0,0,0,NPL,524,524,NPL
4442,40,Nepal,High,1902,0,1,0,0,0,NPL,524,524,NPL
4443,40,Nepal,High,1903,0,1,0,0,0,NPL,524,524,NPL
4444,40,Nepal,High,1904,0,1,0,0,0,NPL,524,524,NPL
4445,40,Nepal,High,1905,0,1,0,0,0,NPL,524,524,NPL
4446,40,Nepal,High,1906,0,1,0,0,0,NPL,524,524,NPL
4447,40,Nepal,High,1907,0,1,0,0,0,NPL,524,524,NPL
4448,40,Nepal,High,1908,0,1,0,0,0,NPL,524,524,NPL
4449,40,Nepal,High,1909,0,1,0,0,0,NPL,524,524,NPL
4450,40,Nepal,High,1910,0,1,0,0,0,NPL,524,524,NPL
4451,40,Nepal,High,1911,0,1,0,0,0,NPL,524,524,NPL
4452,40,Nepal,High,1912,0,1,0,0,0,NPL,524,524,NPL
4453,40,Nepal,High,1913,0,1,0,0,0,NPL,524,524,NPL
4454,40,Nepal,High,1914,0,1,0,0,0,NPL,524,524,NPL
4455,40,Nepal,High,1915,0,1,0,0,0,NPL,524,524,NPL
4456,40,Nepal,High,1916,0,1,0,0,0,NPL,524,524,NPL
4457,40,Nepal,High,1917,0,1,0,0,0,NPL,524,524,NPL
4458,40,Nepal,High,1918,0,1,0,0,0,NPL,524,524,NPL
4459,40,Nepal,High,1919,0,1,0,0,0,NPL,524,524,NPL
4460,40,Nepal,High,1920,0,1,0,0,0,NPL,524,524,NPL
4461,40,Nepal,High,1921,0,1,0,0,0,NPL,524,524,NPL
4462,40,Nepal,High,1922,0,1,0,0,0,NPL,524,524,NPL
4463,40,Nepal,High,1923,0,1,0,0,0,NPL,524,524,NPL
4464,40,Nepal,High,1924,0,1,0,0,0,NPL,524,524,NPL
4465,40,Nepal,High,1925,0,1,0,0,0,NPL,524,524,NPL
4466,40,Nepal,High,1926,0,1,0,0,0,NPL,524,524,NPL
4467,40,Nepal,High,1927,0,1,0,0,0,NPL,524,524,NPL
4468,40,Nepal,High,1928,0,1,0,0,0,NPL,524,524,NPL
4469,40,Nepal,High,1929,0,1,0,0,0,NPL,524,524,NPL
4470,40,Nepal,High,1930,0,1,0,0,0,NPL,524,524,NPL
4471,40,Nepal,High,1931,0,1,0,0,0,NPL,524,524,NPL
4472,40,Nepal,High,1932,0,1,0,0,0,NPL,524,524,NPL
4473,40,Nepal,High,1933,0,1,0,0,0,NPL,524,524,NPL
4474,40,Nepal,High,1934,0,1,0,0,0,NPL,524,524,NPL
4475,40,Nepal,High,1935,0,1,0,0,0,NPL,524,524,NPL
4476,40,Nepal,High,1936,0,1,0,0,0,NPL,524,524,NPL
4477,40,Nepal,High,1937,0,1,0,0,0,NPL,524,524,NPL
4478,40,Nepal,High,1938,0,1,0,0,0,NPL,524,524,NPL
4479,40,Nepal,High,1939,0,1,0,0,0,NPL,524,524,NPL
4480,40,Nepal,High,1940,0,1,0,0,0,NPL,524,524,NPL
4481,40,Nepal,High,1941,0,1,0,0,0,NPL,524,524,NPL
4482,40,Nepal,High,1942,0,1,0,0,0,NPL,524,524,NPL
4483,40,Nepal,High,1943,0,1,0,0,0,NPL,524,524,NPL
4484,40,Nepal,High,1944,0,1,0,0,0,NPL,524,524,NPL
4485,40,Nepal,High,1945,0,1,0,0,0,NPL,524,524,NPL
4486,40,Nepal,High,1946,0,1,0,0,0,NPL,524,524,NPL
4487,40,Nepal,High,1947,0,1,0,0,0,NPL,524,524,NPL
4488,40,Nepal,High,1948,0,1,0,0,0,NPL,524,524,NPL
4489,40,Nepal,High,1949,0,1,0,0,0,NPL,524,524,NPL
4490,40,Nepal,High,1950,0,1,0,0,0,NPL,524,524,NPL
4491,40,Nepal,High,1951,0,1,0,0,0,NPL,524,524,NPL
4492,40,Nepal,High,1952,0,1,0,0,0,NPL,524,524,NPL
4493,40,Nepal,High,1953,0,1,0,0,0,NPL,524,524,NPL
4494,40,Nepal,High,1954,0,1,0,0,0,NPL,524,524,NPL
4495,40,Nepal,High,1955,0,1,0,0,0,NPL,524,524,NPL
4496,40,Nepal,High,1956,0,1,0,0,0,NPL,524,524,NPL
4497,40,Nepal,High,1957,0,1,0,0,0,NPL,524,524,NPL
4498,40,Nepal,High,1958,0,1,0,0,0,NPL,524,524,NPL
4499,40,Nepal,High,1959,0,1,0,0,0,NPL,524,524,NPL
4500,40,Nepal,High,1960,0,1,0,0,0,NPL,524,524,NPL
4501,40,Nepal,High,1961,0,1,0,0,0,NPL,524,524,NPL
4502,40,Nepal,High,1962,0,1,0,0,0,NPL,524,524,NPL
4503,40,Nepal,High,1963,0,1,0,0,0,NPL,524,524,NPL
4504,40,Nepal,High,1964,0,1,0,0,0,NPL,524,524,NPL
4505,40,Nepal,High,1965,0,1,0,0,0,NPL,524,524,NPL
4506,40,Nepal,High,1966,0,1,0,0,0,NPL,524,524,NPL
4507,40,Nepal,High,1967,0,1,0,0,0,NPL,524,524,NPL
4508,40,Nepal,High,1968,0,1,0,0,0,NPL,524,524,NPL
4509,40,Nepal,High,1969,0,1,0,0,0,NPL,524,524,NPL
4510,40,Nepal,High,1970,0,1,0,0,0,NPL,524,524,NPL
4511,40,Nepal,High,1971,0,1,0,0,0,NPL,524,524,NPL
4512,40,Nepal,High,1972,0,1,0,0,0,NPL,524,524,NPL
4513,40,Nepal,High,1973,0,1,0,0,0,NPL,524,524,NPL
4514,40,Nepal,High,1974,0,1,0,0,0,NPL,524,524,NPL
4515,40,Nepal,High,1975,0,1,0,0,0,NPL,524,524,NPL
4516,40,Nepal,High,1976,0,1,0,0,0,NPL,524,524,NPL
4517,40,Nepal,High,1977,0,1,0,0,0,NPL,524,524,NPL
4518,40,Nepal,High,1978,0,1,0,0,0,NPL,524,524,NPL
4519,40,Nepal,High,1979,0,1,0,0,0,NPL,524,524,NPL
4520,40,Nepal,High,1980,0,1,0,0,0,NPL,524,524,NPL
4521,40,Nepal,High,1981,0,1,0,0,0,NPL,524,524,NPL
4522,40,Nepal,High,1982,0,1,0,0,0,NPL,524,524,NPL
4523,40,Nepal,High,1983,0,1,0,0,0,NPL,524,524,NPL
4524,40,Nepal,High,1984,0,1,0,0,0,NPL,524,524,NPL
4525,40,Nepal,High,1985,0,1,0,0,0,NPL,524,524,NPL
4526,40,Nepal,High,1986,0,1,0,0,0,NPL,524,524,NPL
4527,40,Nepal,High,1987,0,1,0,0,0,NPL,524,524,NPL
4528,40,Nepal,High,1988,0,1,0,0,0,NPL,524,524,NPL
4529,40,Nepal,High,1989,0,1,0,0,0,NPL,524,524,NPL
4530,40,Nepal,High,1990,0,1,0,0,0,NPL,524,524,NPL
4531,40,Nepal,High,1991,0,1,0,0,0,NPL,524,524,NPL
4532,40,Nepal,High,1992,0,1,0,0,0,NPL,524,524,NPL
4533,40,Nepal,High,1993,0,1,0,0,0,NPL,524,524,NPL
4534,40,Nepal,High,1994,0,1,0,0,0,NPL,524,524,NPL
4535,40,Nepal,High,1995,0,1,0,0,0,NPL,524,524,NPL
4536,40,Nepal,High,1996,0,1,0,0,0,NPL,524,524,NPL
4537,40,Nepal,High,1997,0,1,0,0,0,NPL,524,524,NPL
4538,40,Nepal,High,1998,0,1,0,0,0,NPL,524,524,NPL
4539,40,Nepal,High,1999,0,1,0,0,0,NPL,524,524,NPL
4540,40,Nepal,High,2000,0,1,0,0,0,NPL,524,524,NPL
4541,40,Nepal,High,2001,0,1,0,0,0,NPL,524,524,NPL
4542,40,Nepal,High,2002,0,1,0,0,0,NPL,524,524,NPL
4543,40,Nepal,High,2003,0,1,0,0,0,NPL,524,524,NPL
4544,40,Nepal,High,2004,0,1,0,0,0,NPL,524,524,NPL
4545,40,Nepal,High,2005,0,1,0,0,0,NPL,524,524,NPL
4546,40,Nepal,High,2006,0,1,0,0,0,NPL,524,524,NPL
4547,40,Nepal,High,2007,0,1,0,0,0,NPL,524,524,NPL
4548,40,Nepal,High,2008,0,1,0,0,0,NPL,524,524,NPL
4549,40,Nepal,High,2009,0,1,0,0,0,NPL,524,524,NPL
4550,40,Nepal,High,2010,0,1,0,0,0,NPL,524,524,NPL
4551,40,Nepal,High,2011,0,1,0,0,0,NPL,524,524,NPL
4552,40,Nepal,High,2012,0,1,0,0,0,NPL,524,524,NPL
4553,40,Nepal,High,2013,0,1,0,0,0,NPL,524,524,NPL
4554,40,Nepal,High,2014,0,1,0,0,0,NPL,524,524,NPL
